,Score,Predicted_Label,GT_Label,Original_Score,Laser_Score
0,-1.5089031843090077,laser,laser,3.469950628985566,4.978853813294574
1,-1.9669130645890247,laser,laser,2.00608003411499,3.9729930987040145
2,-1.8337588417339958,laser,laser,2.719803284480471,4.553562126214467
3,-1.5351811092511216,laser,laser,3.273421183722685,4.808602292973807
4,-1.7086527630311132,laser,laser,1.9765160025208366,3.68516876555195
5,-0.7545669703331992,laser,laser,6.387250577847218,7.141817548180417
6,-1.5284584996094241,laser,laser,2.9234534782526045,4.451911977862029
7,-1.431620754130292,laser,laser,3.544472161449205,4.976092915579497
8,-1.3241933480961507,laser,laser,3.2907048796466642,4.614898227742815
9,-1.5421052486102398,laser,laser,2.536663786445953,4.078769035056193
10,-1.8413170553409681,laser,laser,0.7517681800056126,2.5930852353465808
11,-1.6090626171173499,laser,laser,2.845643900534955,4.454706517652305
12,-1.5365012346124218,laser,laser,3.182566324109865,4.719067558722287
13,-1.7739355061866424,laser,laser,1.5354470202181598,3.3093825264048022
14,-1.482801579650232,laser,laser,3.2397776461597214,4.7225792258099535
15,-1.2487380247374777,laser,laser,3.928733043704718,5.177471068442196
16,-0.9251927342806532,laser,laser,4.100598838980108,5.025791573260761
17,-1.4504775187298864,laser,laser,2.784703291876219,4.2351808106061055
18,-1.4508299299365088,laser,laser,3.1727742690657355,4.623604199002244
19,-1.6371784348104699,laser,laser,2.66255770561927,4.29973614042974
20,-1.4285773362742475,laser,laser,1.9464014057313468,3.3749787420055943
21,-1.6850638864634453,laser,laser,1.8944364092120365,3.579500295675482
22,-1.4458314005933224,laser,laser,1.6904710275922723,3.1363024281855947
23,-1.4753525747176268,laser,laser,2.3545163588595637,3.8298689335771905
24,-0.5415973092603101,laser,laser,4.717236785856339,5.258834095116649
25,2.957761111983875,original,original,9.464344081564587,6.506582969580712
26,3.504063680857784,original,original,9.62758924467556,6.123525563817776
27,2.7946336577423248,original,original,7.147322620914273,4.352688963171948
28,3.0808700577100003,original,original,7.868540296723651,4.787670239013651
29,3.0939963564449817,original,original,8.573892068366835,5.479895711921853
30,4.1354986546510855,original,original,13.83954325464611,9.704044599995024
31,4.010898866018055,original,original,13.158995572074526,9.14809670605647
32,3.506471101816013,original,original,12.056220593066657,8.549749491250644
33,3.838547707820995,original,original,11.845911636547532,8.007363928726537
34,3.4437687536778228,original,original,10.821885409133081,7.378116655455258
35,1.0404781020687413,original,original,8.491131133642272,7.45065303157353
36,1.0992770800941782,original,original,8.023901861345037,6.924624781250858
37,1.1324903251120908,original,original,8.391334971628078,7.258844646515987
38,0.3720970282740206,original,original,6.24507964607416,5.872982617800139
39,1.344558866457981,original,original,8.542246540305392,7.197687673847411
40,2.613207578021864,original,original,10.454499695614441,7.841292117592577
41,3.419440609418313,original,original,10.957660614621103,7.53822000520279
42,2.385279345740046,original,original,9.141818034582311,6.756538688842265
43,0.5472129984413554,original,original,4.877834664554257,4.330621666112902
44,2.816769676224613,original,original,10.027394228373463,7.21062455214885
45,1.9058270729717979,original,original,6.171652572829659,4.265825499857861
46,1.1397831710980277,original,original,5.21486509981695,4.075081928718922
47,2.7179108031054344,original,original,8.946968151937035,6.229057348831601
48,2.6982670480965085,original,original,7.841311520441864,5.1430444723453554
49,2.480231294104314,original,original,7.886413959180351,5.406182665076037
