,Score,Predicted_Label,GT_Label,Original_Score,Laser_Score
0,-32.75415581294241,laser,laser,-56.49474770174773,-23.74059188880532
1,-9.285705093093785,laser,laser,-41.053772132778064,-31.76806703968428
2,-10.752624646528638,laser,laser,-32.1128343354615,-21.360209688932862
3,-47.901281465981356,laser,laser,-84.88683953804563,-36.98555807206428
4,-25.667927087611233,laser,laser,-62.42355721103142,-36.75563012342019
5,-4.034043059731321,laser,laser,-31.96888444293941,-27.934841383208088
6,-22.375634995742917,laser,laser,-47.12693431764098,-24.751299321898063
7,-20.11626424754717,laser,laser,-59.67294754620017,-39.556683298653
8,-36.06917958169322,laser,laser,-72.23322217672926,-36.16404259503604
9,0.7662750194612649,original,laser,-17.502933669670472,-18.269208689131737
10,-46.76878819936488,laser,laser,-65.26056363682517,-18.491775437460294
11,-23.47968098998695,laser,laser,-43.458467145844715,-19.978786155857765
12,-3.2347106262699015,laser,laser,-43.06513478803449,-39.83042416176459
13,-30.888957041244034,laser,laser,-45.18999769866859,-14.301040657424558
14,-35.72077151757691,laser,laser,-52.075372308947166,-16.354600791370263
15,-26.57342450964818,laser,laser,-54.20663787635458,-27.633213366706396
16,-23.206716404280115,laser,laser,-51.42527196489975,-28.218555560619635
17,-34.61786305915243,laser,laser,-60.113101058682304,-25.49523799952988
18,-17.266519290336262,laser,laser,-31.79638928933086,-14.529869998994597
19,-20.489320342997075,laser,laser,-32.4969822446573,-12.007661901660226
20,34.854692099768116,original,laser,-17.959879722724235,-52.814571822492354
21,21.92304351991623,original,laser,-25.675936579413314,-47.598980099329545
22,1.0138567232740847,original,laser,-23.939633966660537,-24.953490689934622
23,11.817166883860068,original,laser,-12.509170834533066,-24.326337718393134
24,8.696150132643625,original,laser,-14.583716078886953,-23.279866211530578
25,84.9981807727539,original,original,-43.46188493056494,-128.46006570331883
26,98.20938130021308,original,original,-45.748100577644024,-143.9574818778571
27,87.7325476395023,original,original,-41.23095556972616,-128.96350320922846
28,117.96650653690617,original,original,-77.82895493220227,-195.79546146910843
29,128.25483819857405,original,original,-141.8201715421379,-270.07500974071195
30,32.68886251762905,original,original,-38.10631312367849,-70.79517564130754
31,80.49674543353274,original,original,-48.944756039516164,-129.4415014730489
32,2.5702482945354106,original,original,-47.625271759511854,-50.195520054047265
33,3.559288103888612,original,original,-51.05409120223312,-54.61337930612173
34,22.47769906568594,original,original,-17.44059030614116,-39.9182893718271
35,49.87356783503843,original,original,-26.931802709738875,-76.8053705447773
36,62.59838180048901,original,original,-43.09765138181854,-105.69603318230754
37,19.697336574385666,original,original,-50.362790427382286,-70.06012700176795
38,40.434225990111806,original,original,-25.34177905717805,-65.77600504728986
39,49.87290398095678,original,original,-27.416150493159012,-77.28905447411579
40,60.813876675122586,original,original,-107.31332931872934,-168.12720599385193
41,72.1637824156642,original,original,-46.46137853805492,-118.62516095371913
42,68.76514177732616,original,original,-31.862574817700455,-100.62771659502661
43,73.07770520290993,original,original,-35.80183900823105,-108.87954421114097
44,52.69267465792679,original,original,-40.94144398260566,-93.63411864053245
45,26.69937290071848,original,original,-32.161483424028724,-58.8608563247472
46,-6.237870337680867,laser,original,-31.56337001677591,-25.325499679095042
47,28.64445557779435,original,original,-20.082837686963725,-48.727293264758075
48,20.185499524446797,original,original,-17.985247000561948,-38.170746525008745
49,1.3869497030513003,original,original,-27.963530139324394,-29.350479842375695
