,Score,Predicted_Label,GT_Label,Original_Score,Laser_Score
0,-16.52460864890864,laser,laser,-191.23019872728804,-359.89950435897583
1,-15.970128646907256,laser,laser,-191.23019872728804,-359.89950435897583
2,-15.587703332529998,laser,laser,-191.23019872728804,-359.89950435897583
3,-15.99079575575135,laser,laser,-191.23019872728804,-359.89950435897583
4,-15.715989920506615,laser,laser,-191.23019872728804,-359.89950435897583
5,-9.978595432609495,laser,laser,-191.23019872728804,-359.89950435897583
6,-11.87052685434071,laser,laser,-191.23019872728804,-359.89950435897583
7,-13.04746423720124,laser,laser,-191.23019872728804,-359.89950435897583
8,-12.618759424970278,laser,laser,-191.23019872728804,-359.89950435897583
9,-12.877888329637557,laser,laser,-191.23019872728804,-359.89950435897583
10,-12.845958141103267,laser,laser,-191.23019872728804,-359.89950435897583
11,-13.041757361506711,laser,laser,-191.23019872728804,-359.89950435897583
12,-11.053593601989803,laser,laser,-191.23019872728804,-359.89950435897583
13,-14.035456575139449,laser,laser,-191.23019872728804,-359.89950435897583
14,-13.645106109780897,laser,laser,-191.23019872728804,-359.89950435897583
15,-13.492079554816172,laser,laser,-191.23019872728804,-359.89950435897583
16,-10.02613912804216,laser,laser,-191.23019872728804,-359.89950435897583
17,-12.028454531132212,laser,laser,-191.23019872728804,-359.89950435897583
18,-12.011223631166246,laser,laser,-191.23019872728804,-359.89950435897583
19,-14.127840052140556,laser,laser,-191.23019872728804,-359.89950435897583
20,-10.749072665004974,laser,laser,-191.23019872728804,-359.89950435897583
21,-11.566103610999448,laser,laser,-191.23019872728804,-359.89950435897583
22,-11.41210566292014,laser,laser,-191.23019872728804,-359.89950435897583
23,-10.797973555385283,laser,laser,-191.23019872728804,-359.89950435897583
24,-5.0599511083370885,laser,laser,-191.23019872728804,-359.89950435897583
25,399.031492010995,original,original,-191.23019872728804,-359.89950435897583
26,274.5791611193068,original,original,-191.23019872728804,-359.89950435897583
27,263.626757130863,original,original,-191.23019872728804,-359.89950435897583
28,303.68221197142975,original,original,-191.23019872728804,-359.89950435897583
29,353.952065640093,original,original,-191.23019872728804,-359.89950435897583
30,221.30309362084074,original,original,-191.23019872728804,-359.89950435897583
31,264.88438037554215,original,original,-191.23019872728804,-359.89950435897583
32,250.37805329297,original,original,-191.23019872728804,-359.89950435897583
33,230.91931978103278,original,original,-191.23019872728804,-359.89950435897583
34,194.19984406999822,original,original,-191.23019872728804,-359.89950435897583
35,111.7643776736218,original,original,-191.23019872728804,-359.89950435897583
36,107.68685983907946,original,original,-191.23019872728804,-359.89950435897583
37,104.97299393522272,original,original,-191.23019872728804,-359.89950435897583
38,72.50756221525313,original,original,-191.23019872728804,-359.89950435897583
39,111.50713291401249,original,original,-191.23019872728804,-359.89950435897583
40,190.4460960675664,original,original,-191.23019872728804,-359.89950435897583
41,164.15279514166656,original,original,-191.23019872728804,-359.89950435897583
42,154.6478914608014,original,original,-191.23019872728804,-359.89950435897583
43,101.50821979436756,original,original,-191.23019872728804,-359.89950435897583
44,124.08121466946866,original,original,-191.23019872728804,-359.89950435897583
45,169.37759362673998,original,original,-191.23019872728804,-359.89950435897583
46,146.45273040159688,original,original,-191.23019872728804,-359.89950435897583
47,173.91647362077524,original,original,-191.23019872728804,-359.89950435897583
48,147.90730234189914,original,original,-191.23019872728804,-359.89950435897583
49,168.6693056316878,original,original,-191.23019872728804,-359.89950435897583
