,Score,Predicted_Label,GT_Label,Original_Score,Laser_Score
0,-14.166999328068897,laser,laser,-186.39817688884415,-172.23117756077525
1,-13.680126208308394,laser,laser,-187.5177479285667,-173.8376217202583
2,-13.830981417900375,laser,laser,-188.0069904891552,-174.17600907125484
3,-13.857324922163343,laser,laser,-186.0671410192906,-172.20981609712726
4,-13.647378750649779,laser,laser,-187.5534044219919,-173.90602567134212
5,-8.393676218019209,laser,laser,-186.6107559611044,-178.21707974308518
6,-10.88386357511331,laser,laser,-188.70750233554082,-177.8236387604275
7,-11.622802590232709,laser,laser,-188.14525127862163,-176.52244868838892
8,-11.200570060096908,laser,laser,-188.92715767990197,-177.72658761980506
9,-11.522559403338164,laser,laser,-189.0003052730615,-177.47774586972335
10,-12.06274575881244,laser,laser,-188.0922309988173,-176.02948524000487
11,-11.183062055802253,laser,laser,-187.0725381354186,-175.88947607961634
12,-9.284058294051846,laser,laser,-186.62889412076356,-177.34483582671172
13,-12.374510610632228,laser,laser,-188.4259197574383,-176.05140914680607
14,-10.88069459601246,laser,laser,-185.32026001738163,-174.43956542136917
15,-11.493906860380378,laser,laser,-189.14191878623407,-177.6480119258537
16,-9.00006049329815,laser,laser,-188.59041080119454,-179.5903503078964
17,-11.011226054831525,laser,laser,-189.22949131483728,-178.21826526000575
18,-11.502214407989754,laser,laser,-190.773272563353,-179.27105815536325
19,-12.604413848701228,laser,laser,-188.33904537316673,-175.7346315244655
20,-8.777475884811594,laser,laser,-188.47138985548068,-179.6939139706691
21,-10.314741805104859,laser,laser,-189.2173699527455,-178.90262814764066
22,-9.159471040213532,laser,laser,-187.67869677904108,-178.51922573882754
23,-8.55617432232026,laser,laser,-188.1739472480564,-179.61777292573615
24,-2.7391262389404574,laser,laser,-186.45138823186198,-183.71226199292153
25,187.35375423178894,original,original,-250.13901041382266,-437.4927646456116
26,127.22192292540186,original,original,-242.49533782710407,-369.7172607525059
27,122.07979496369529,original,original,-244.3338956569636,-366.4136906206589
28,140.33689734044435,original,original,-253.67622064825952,-394.01311798870387
29,163.10879510852237,original,original,-250.9231856842128,-414.03198079273517
30,108.29925905461909,original,original,-208.7699274105923,-317.0691864652114
31,129.42469420594185,original,original,-212.30514013991942,-341.72983434586126
32,120.49446869020119,original,original,-212.25099297151752,-332.7454616617187
33,110.91721289477536,original,original,-210.12223492735424,-321.0394478221296
34,93.42042842163502,original,original,-205.6380180524208,-299.0584464740558
35,49.89825608037819,original,original,-196.7232504342024,-246.6215065145806
36,48.76629817937109,original,original,-195.12899684012143,-243.89529501949252
37,47.78750662586859,original,original,-195.55710703309404,-243.34461365896263
38,33.99719549138817,original,original,-193.74595977870314,-227.7431552700913
39,51.456984949445115,original,original,-193.71282204369822,-245.16980699314334
40,90.17736616768818,original,original,-208.52230942916245,-298.6996755968506
41,80.42693695277606,original,original,-205.70459172198824,-286.1315286747643
42,71.45480220875098,original,original,-213.99574089896933,-285.4505431077203
43,46.97428853122179,original,original,-208.9763651439897,-255.9506536752115
44,58.41366826504108,original,original,-207.221554267465,-265.6352225325061
45,78.29615917913137,original,original,-210.77195401722432,-289.0681131963557
46,67.61452781042988,original,original,-208.45126078439762,-276.0657885948275
47,80.62085830337585,original,original,-207.4910278161801,-288.11188611955595
48,69.77207112109755,original,original,-204.42561895380084,-274.1976900748984
49,78.49229828448918,original,original,-206.3577109104945,-284.85000919498367
